,Average (Mean) Duration of Unemployment,Average Weekly Hours of All Employees: Total Private,"Commercial and Industrial Loans, All Commercial Banks",Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,New Private Housing Units Authorized by Building Permits,US Recession in 13 Weeks,Value of Manufacturers' New Orders for Consumer Goods: Consumer Durable Goods Industries,"Vendor Performance, Percent Reporting Slower Deliveries for United States",month
1992-02-01,,,,,,0.0,,,1992-02-01
1992-03-01,,,,,,0.0,,,1992-03-01
1992-04-01,,,,,,0.0,,,1992-04-01
1992-05-01,,,,,,0.0,,,1992-05-01
1992-06-01,,,,,,0.0,,,1992-06-01
1992-07-01,,,,,,0.0,,,1992-07-01
1992-08-01,,,,,,0.0,,,1992-08-01
1992-09-01,,,,,,0.0,,,1992-09-01
1992-10-01,,,,,,0.0,,,1992-10-01
1992-11-01,,,,,,0.0,,,1992-11-01
1992-12-01,,,,,,0.0,,,1992-12-01
1993-01-01,,,,,,0.0,,,1993-01-01
1993-02-01,,,,,,0.0,,,1993-02-01
1993-03-01,,,,,,0.0,,,1993-03-01
1993-04-01,,,,,,0.0,,,1993-04-01
1993-05-01,,,,,,0.0,,,1993-05-01
1993-06-01,,,,,,0.0,,,1993-06-01
1993-07-01,,,,,,0.0,,,1993-07-01
1993-08-01,,,,,,0.0,,,1993-08-01
1993-09-01,,,,,,0.0,,,1993-09-01
1993-10-01,,,,,,0.0,,,1993-10-01
1993-11-01,,,,,,0.0,,,1993-11-01
1993-12-01,,,,,,0.0,,,1993-12-01
1994-01-01,,,,,,0.0,,,1994-01-01
1994-02-01,,,,,,0.0,,,1994-02-01
1994-03-01,,,,,,0.0,,,1994-03-01
1994-04-01,,,,,,0.0,,,1994-04-01
1994-05-01,,,,,,0.0,,,1994-05-01
1994-06-01,,,,,,0.0,,,1994-06-01
1994-07-01,,,,,,0.0,,,1994-07-01
1994-08-01,,,,,,0.0,,,1994-08-01
1994-09-01,,,,,,0.0,,,1994-09-01
1994-10-01,,,,,,0.0,,,1994-10-01
1994-11-01,,,,,,0.0,,,1994-11-01
1994-12-01,,,,,,0.0,,,1994-12-01
1995-01-01,,,,,,0.0,,,1995-01-01
1995-02-01,,,,,,0.0,,,1995-02-01
1995-03-01,,,,,,0.0,,,1995-03-01
1995-04-01,,,,,,0.0,,,1995-04-01
1995-05-01,,,,,,0.0,,,1995-05-01
1995-06-01,,,,,,0.0,,,1995-06-01
1995-07-01,,,,,,0.0,,,1995-07-01
1995-08-01,,,,,,0.0,,,1995-08-01
1995-09-01,,,,,,0.0,,,1995-09-01
1995-10-01,,,,,,0.0,,,1995-10-01
1995-11-01,,,,,,0.0,,,1995-11-01
1995-12-01,,,,,,0.0,,,1995-12-01
1996-01-01,,,,,,0.0,,,1996-01-01
1996-02-01,,,,,,0.0,,,1996-02-01
1996-03-01,,,,,,0.0,,,1996-03-01
1996-04-01,,,,,,0.0,,,1996-04-01
1996-05-01,,,,,,0.0,,,1996-05-01
1996-06-01,,,,,,0.0,,,1996-06-01
1996-07-01,,,,,,0.0,,,1996-07-01
1996-08-01,,,,,,0.0,,,1996-08-01
1996-09-01,,,,,,0.0,,,1996-09-01
1996-10-01,,,,,,0.0,,,1996-10-01
1996-11-01,,,,,,0.0,,,1996-11-01
1996-12-01,,,,,,0.0,,,1996-12-01
1997-01-01,,,,,,0.0,,,1997-01-01
1997-02-01,,,,,,0.0,,,1997-02-01
1997-03-01,,,,,,0.0,,,1997-03-01
1997-04-01,,,,,,0.0,,,1997-04-01
1997-05-01,,,,,,0.0,,,1997-05-01
1997-06-01,,,,,,0.0,,,1997-06-01
1997-07-01,,,,,,0.0,,,1997-07-01
1997-08-01,,,,,,0.0,,,1997-08-01
1997-09-01,,,,,,0.0,,,1997-09-01
1997-10-01,,,,,,0.0,,,1997-10-01
1997-11-01,,,,,,0.0,,,1997-11-01
1997-12-01,,,,,,0.0,,,1997-12-01
1998-01-01,,,,,,0.0,,,1998-01-01
1998-02-01,,,,,,0.0,,,1998-02-01
1998-03-01,,,,,,0.0,,,1998-03-01
1998-04-01,,,,,,0.0,,,1998-04-01
1998-05-01,,,,,,0.0,,,1998-05-01
1998-06-01,,,,,,0.0,,,1998-06-01
1998-07-01,,,,,,0.0,,,1998-07-01
1998-08-01,,,,,,0.0,,,1998-08-01
1998-09-01,,,,,,0.0,,,1998-09-01
1998-10-01,,,,,,0.0,,,1998-10-01
1998-11-01,,,,,,0.0,,,1998-11-01
1998-12-01,,,,,,0.0,,,1998-12-01
1999-01-01,,,,,,0.0,,,1999-01-01
1999-02-01,,,,,,0.0,,,1999-02-01
1999-03-01,,,,,,0.0,,,1999-03-01
1999-04-01,,,,,,0.0,,,1999-04-01
1999-05-01,,,,,,0.0,,,1999-05-01
1999-06-01,,,,,,0.0,,,1999-06-01
1999-07-01,,,,,,0.0,,,1999-07-01
1999-08-01,,,,,,0.0,,,1999-08-01
1999-09-01,,,,,,0.0,,,1999-09-01
1999-10-01,,,,,,0.0,,,1999-10-01
1999-11-01,,,,,,0.0,,,1999-11-01
1999-12-01,,,,,,0.0,,,1999-12-01
2000-01-01,,,,,,0.0,,,2000-01-01
2000-02-01,,,,,,0.0,,,2000-02-01
2000-03-01,,,,,,0.0,,,2000-03-01
2000-04-01,,,,,,0.0,,,2000-04-01
2000-05-01,,,,,,0.0,,,2000-05-01
2000-06-01,,,,,,0.0,,,2000-06-01
2000-07-01,,,,,,0.0,,,2000-07-01
2000-08-01,,,,,,0.0,,,2000-08-01
2000-09-01,,,,,,0.0,,,2000-09-01
2000-10-01,,,,,,0.0,,,2000-10-01
2000-11-01,,,,,,0.0,,,2000-11-01
2000-12-01,,,,,,0.0,,,2000-12-01
2001-01-01,,,,,,0.0,,,2001-01-01
2001-02-01,,,,,,0.0,,,2001-02-01
2001-03-01,,,,,,0.0,,,2001-03-01
2001-04-01,,,,,,1.0,,,2001-04-01
2001-05-01,,,,,,1.0,,,2001-05-01
2001-06-01,,,,,,1.0,,,2001-06-01
2001-07-01,,,,,,1.0,,,2001-07-01
2001-08-01,,,,,,1.0,,,2001-08-01
2001-09-01,,,,,,1.0,,,2001-09-01
2001-10-01,,,,,,1.0,,,2001-10-01
2001-11-01,,,,,,1.0,,,2001-11-01
2001-12-01,,,,,,0.0,,,2001-12-01
2002-01-01,,,,,,0.0,,,2002-01-01
2002-02-01,,,,,,0.0,,,2002-02-01
2002-03-01,,,,,,0.0,,,2002-03-01
2002-04-01,,,,,,0.0,,,2002-04-01
2002-05-01,,,,,,0.0,,,2002-05-01
2002-06-01,,,,,,0.0,,,2002-06-01
2002-07-01,,,,,,0.0,,,2002-07-01
2002-08-01,,,,,,0.0,,,2002-08-01
2002-09-01,,,,,,0.0,,,2002-09-01
2002-10-01,,,,,,0.0,,,2002-10-01
2002-11-01,,,,,,0.0,,,2002-11-01
2002-12-01,,,,,,0.0,,,2002-12-01
2003-01-01,,,,,,0.0,,,2003-01-01
2003-02-01,,,,,,0.0,,,2003-02-01
2003-03-01,,,,,,0.0,,,2003-03-01
2003-04-01,,,,,,0.0,,,2003-04-01
2003-05-01,,,,,,0.0,,,2003-05-01
2003-06-01,,,,,,0.0,,,2003-06-01
2003-07-01,,,,,,0.0,,,2003-07-01
2003-08-01,,,,,,0.0,,,2003-08-01
2003-09-01,,,,,,0.0,,,2003-09-01
2003-10-01,,,,,,0.0,,,2003-10-01
2003-11-01,,,,,,0.0,,,2003-11-01
2003-12-01,,,,,,0.0,,,2003-12-01
2004-01-01,,,,,,0.0,,,2004-01-01
2004-02-01,,,,,,0.0,,,2004-02-01
2004-03-01,,,,,,0.0,,,2004-03-01
2004-04-01,,,,,,0.0,,,2004-04-01
2004-05-01,,,,,,0.0,,,2004-05-01
2004-06-01,,,,,,0.0,,,2004-06-01
2004-07-01,,,,,,0.0,,,2004-07-01
2004-08-01,,,,,,0.0,,,2004-08-01
2004-09-01,,,,,,0.0,,,2004-09-01
2004-10-01,,,,,,0.0,,,2004-10-01
2004-11-01,,,,,,0.0,,,2004-11-01
2004-12-01,,,,,,0.0,,,2004-12-01
2005-01-01,,,,,,0.0,,,2005-01-01
2005-02-01,,,,,,0.0,,,2005-02-01
2005-03-01,,,,,,0.0,,,2005-03-01
2005-04-01,,,,,,0.0,,,2005-04-01
2005-05-01,,,,,,0.0,,,2005-05-01
2005-06-01,,,,,,0.0,,,2005-06-01
2005-07-01,,,,,,0.0,,,2005-07-01
2005-08-01,,,,,,0.0,,,2005-08-01
2005-09-01,,,,,,0.0,,,2005-09-01
2005-10-01,,,,,,0.0,,,2005-10-01
2005-11-01,,,,,,0.0,,,2005-11-01
2005-12-01,,,,,,0.0,,,2005-12-01
2006-01-01,,,,,,0.0,,,2006-01-01
2006-02-01,,,,,,0.0,,,2006-02-01
2006-03-01,,,,,,0.0,,,2006-03-01
2006-04-01,,,,,,0.0,,,2006-04-01
2006-05-01,,,,,,0.0,,,2006-05-01
2006-06-01,,,,,,0.0,,,2006-06-01
2006-07-01,,,,,,0.0,,,2006-07-01
2006-08-01,,,,,,0.0,,,2006-08-01
2006-09-01,,,,,,0.0,,,2006-09-01
2006-10-01,,,,,,0.0,,,2006-10-01
2006-11-01,,,,,,0.0,,,2006-11-01
2006-12-01,,,,,,0.0,,,2006-12-01
2007-01-01,,,,,,0.0,,,2007-01-01
2007-02-01,,,,,,0.0,,,2007-02-01
2007-03-01,,,,,,0.0,,,2007-03-01
2007-04-01,,,,,,0.0,,,2007-04-01
2007-05-01,,,,,,0.0,,,2007-05-01
2007-06-01,,,,,,0.0,,,2007-06-01
2007-07-01,,,,,,0.0,,,2007-07-01
2007-08-01,,,,,,0.0,,,2007-08-01
2007-09-01,,,,,,0.0,,,2007-09-01
2007-10-01,,,,,,0.0,,,2007-10-01
2007-11-01,,,,,,0.0,,,2007-11-01
2007-12-01,,,,,,0.0,,,2007-12-01
2008-01-01,,,,,,1.0,,,2008-01-01
2008-02-01,,,,,,1.0,,,2008-02-01
2008-03-01,,,,,,1.0,,,2008-03-01
2008-04-01,,,,,,1.0,,,2008-04-01
2008-05-01,,,,,,1.0,,,2008-05-01
2008-06-01,,,,,,1.0,,,2008-06-01
2008-07-01,,,,,,1.0,,,2008-07-01
2008-08-01,,,,,,1.0,,,2008-08-01
2008-09-01,,,,,,1.0,,,2008-09-01
2008-10-01,,,,,,1.0,,,2008-10-01
2008-11-01,,,,,,1.0,,,2008-11-01
2008-12-01,,,,,,1.0,,,2008-12-01
2009-01-01,,,,,,1.0,,,2009-01-01
2009-02-01,,,,,,1.0,,,2009-02-01
2009-03-01,,,,,,1.0,,,2009-03-01
2009-04-01,,,,,,1.0,,,2009-04-01
2009-05-01,,,,,,1.0,,,2009-05-01
2009-06-01,,,,,,1.0,,,2009-06-01
2009-07-01,,,,,,0.0,,,2009-07-01
2009-08-01,,,,,,0.0,,,2009-08-01
2009-09-01,,,,,,0.0,,,2009-09-01
2009-10-01,,,,,,0.0,,,2009-10-01
2009-11-01,,,,,,0.0,,,2009-11-01
2009-12-01,,,,,,0.0,,,2009-12-01
2010-01-01,,,,,,0.0,,,2010-01-01
2010-02-01,,,,,,0.0,,,2010-02-01
2010-03-01,,,,,,0.0,,,2010-03-01
2010-04-01,,,,,,0.0,,,2010-04-01
2010-05-01,,,,,,0.0,,,2010-05-01
2010-06-01,,,,,,0.0,,,2010-06-01
2010-07-01,,,,,,0.0,,,2010-07-01
2010-08-01,,,,,,0.0,,,2010-08-01
2010-09-01,,,,,,0.0,,,2010-09-01
2010-10-01,,,,,,0.0,,,2010-10-01
2010-11-01,,,,,,0.0,,,2010-11-01
2010-12-01,,,,,,0.0,,,2010-12-01
2011-01-01,,,,,,0.0,,,2011-01-01
2011-02-01,,,,,,0.0,,,2011-02-01
2011-03-01,,,,,,0.0,,,2011-03-01
2011-04-01,,,,,,0.0,,,2011-04-01
2011-05-01,,,,,,0.0,,,2011-05-01
2011-06-01,,,,,,0.0,,,2011-06-01
2011-07-01,,,,,,0.0,,,2011-07-01
2011-08-01,,,,,,0.0,,,2011-08-01
2011-09-01,,,,,,0.0,,,2011-09-01
2011-10-01,,,,,,0.0,,,2011-10-01
2011-11-01,,,,,,0.0,,,2011-11-01
2011-12-01,,,,,,0.0,,,2011-12-01
2012-01-01,,,,,,0.0,,,2012-01-01
2012-02-01,,,,,,0.0,,,2012-02-01
2012-03-01,,,,,,0.0,,,2012-03-01
2012-04-01,,,,,,0.0,,,2012-04-01
2012-05-01,,,,,,0.0,,,2012-05-01
2012-06-01,,,,,,0.0,,,2012-06-01
2012-07-01,,,,,,0.0,,,2012-07-01
2012-08-01,,,,,,0.0,,,2012-08-01
2012-09-01,,,,,,0.0,,,2012-09-01
2012-10-01,,,,,,0.0,,,2012-10-01
2012-11-01,,,,,,0.0,,,2012-11-01
2012-12-01,,,,,,0.0,,,2012-12-01
2013-01-01,,,,,,0.0,,,2013-01-01
2013-02-01,,,,,,0.0,,,2013-02-01
2013-03-01,,,,,,0.0,,,2013-03-01
2013-04-01,,,,,,0.0,,,2013-04-01
2013-05-01,,,,,,0.0,,,2013-05-01
2013-06-01,,,,,,0.0,,,2013-06-01
2013-07-01,,,,,,0.0,,,2013-07-01
2013-08-01,,,,,,0.0,,,2013-08-01
2013-09-01,,,,,,0.0,,,2013-09-01
2013-10-01,,,,,,0.0,,,2013-10-01
2013-11-01,,,,,,0.0,,,2013-11-01
2013-12-01,,,,,,0.0,,,2013-12-01
2014-01-01,,,,,,0.0,,,2014-01-01
2014-02-01,,,,,,0.0,,,2014-02-01
2014-03-01,,,,,,0.0,,,2014-03-01
2014-04-01,,,,,,0.0,,,2014-04-01
2014-05-01,,,,,,0.0,,,2014-05-01
2014-06-01,,,,,,0.0,,,2014-06-01
2014-07-01,,,,,,0.0,,,2014-07-01
2014-08-01,,,,,,0.0,,,2014-08-01
2014-09-01,,,,,,0.0,,,2014-09-01
2014-10-01,,,,,,0.0,,,2014-10-01
2014-11-01,,,,,,0.0,,,2014-11-01
2014-12-01,,,,,,0.0,,,2014-12-01
2015-01-01,,,,,,0.0,,,2015-01-01
2015-02-01,,,,,,0.0,,,2015-02-01
2015-03-01,,,,,,0.0,,,2015-03-01
2015-04-01,,,,,,0.0,,,2015-04-01
2015-05-01,,,,,,0.0,,,2015-05-01
2015-06-01,,,,,,0.0,,,2015-06-01
2015-07-01,,,,,,0.0,,,2015-07-01
2015-08-01,,,,,,0.0,,,2015-08-01
2015-09-01,,,,,,0.0,,,2015-09-01
2015-10-01,,,,,,0.0,,,2015-10-01
2015-11-01,,,,,,0.0,,,2015-11-01
2015-12-01,,,,,,0.0,,,2015-12-01
2016-01-01,,,,,,0.0,,,2016-01-01
2016-02-01,,,,,,0.0,,,2016-02-01
2016-03-01,,,,,,0.0,,,2016-03-01
2016-04-01,,,,,,0.0,,,2016-04-01
2016-05-01,,,,,,0.0,,,2016-05-01
2016-06-01,,,,,,0.0,,,2016-06-01
2016-07-01,,,,,,0.0,,,2016-07-01
2016-08-01,,,,,,0.0,,,2016-08-01
2016-09-01,,,,,,0.0,,,2016-09-01
2016-10-01,,,,,,0.0,,,2016-10-01
2016-11-01,,,,,,0.0,,,2016-11-01
2016-12-01,,,,,,0.0,,,2016-12-01
2017-01-01,,,,,,0.0,,,2017-01-01
2017-02-01,,,,,,0.0,,,2017-02-01
2017-03-01,,,,,,0.0,,,2017-03-01
2017-04-01,,,,,,0.0,,,2017-04-01
2017-05-01,,,,,,0.0,,,2017-05-01
2017-06-01,,,,,,0.0,,,2017-06-01
2017-07-01,,,,,,0.0,,,2017-07-01
2017-08-01,,,,,,0.0,,,2017-08-01
2017-09-01,,,,,,0.0,,,2017-09-01
2017-10-01,,,,,,0.0,,,2017-10-01
2017-11-01,,,,,,0.0,,,2017-11-01
2017-12-01,,,,,,0.0,,,2017-12-01
2018-01-01,,,,,,0.0,,,2018-01-01
2018-02-01,,,,,,0.0,,,2018-02-01
2018-03-01,,,,,,0.0,,,2018-03-01
2018-04-01,,,,,,0.0,,,2018-04-01
2018-05-01,,,,,,0.0,,,2018-05-01
2018-06-01,,,,,,0.0,,,2018-06-01
2018-07-01,,,,,,0.0,,,2018-07-01
2018-08-01,,,,,,0.0,,,2018-08-01
2018-09-01,,,,,,0.0,,,2018-09-01
2018-10-01,,,,,,0.0,,,2018-10-01
2018-11-01,,,,,,0.0,,,2018-11-01
2018-12-01,,,,,,0.0,,,2018-12-01
2019-01-01,,,,,,0.0,,,2019-01-01
2019-02-01,,,,,,0.0,,,2019-02-01
2019-03-01,,,,,,0.0,,,2019-03-01
2019-04-01,,,,,,0.0,,,2019-04-01
2019-05-01,,,,,,0.0,,,2019-05-01
2019-06-01,,,,,,0.0,,,2019-06-01
2019-07-01,,,,,,0.0,,,2019-07-01
1946-01-01,,,,,,,,91.0,1946-01-01
1946-02-01,,,,,,,,82.0,1946-02-01
1946-03-01,,,,,,,,78.0,1946-03-01
1946-04-01,,,,,,,,82.0,1946-04-01
1946-05-01,,,,,,,,86.0,1946-05-01
1946-06-01,,,,,,,,81.0,1946-06-01
1946-07-01,,,,,,,,69.0,1946-07-01
1946-08-01,,,,,,,,71.0,1946-08-01
1946-09-01,,,,,,,,73.0,1946-09-01
1946-10-01,,,,,,,,60.0,1946-10-01
1946-11-01,,,,,,,,49.0,1946-11-01
1946-12-01,,,,,,,,38.0,1946-12-01
1947-01-01,,,11.2894,,,,,37.0,1947-01-01
1947-02-01,,,11.5179,,,,,42.0,1947-02-01
1947-03-01,,,11.7667,,,,,34.0,1947-03-01
1947-04-01,,,12.0269,,,,,25.0,1947-04-01
1947-05-01,,,12.2788,,,,,20.0,1947-05-01
1947-06-01,,,12.4832,,,,,24.0,1947-06-01
1947-07-01,,,12.78,,,,,22.0,1947-07-01
1947-08-01,,,13.0822,,,,,25.0,1947-08-01
1947-09-01,,,13.3523,,,,,30.0,1947-09-01
1947-10-01,,,13.6287,,,,,31.0,1947-10-01
1947-11-01,,,13.8998,,,,,38.0,1947-11-01
1947-12-01,,,14.2053,,,,,41.0,1947-12-01
1948-01-01,8.9,,14.4049,,,,,35.0,1948-01-01
1948-02-01,8.4,,14.5635,,,,,34.0,1948-02-01
1948-03-01,8.7,,14.7454,,,,,26.0,1948-03-01
1948-04-01,8.5,,14.9301,,,,,36.0,1948-04-01
1948-05-01,9.1,,15.0976,,,,,31.0,1948-05-01
1948-06-01,8.8,,15.2158,,,,,30.0,1948-06-01
1948-07-01,8.6,,15.2705,,,,,36.0,1948-07-01
1948-08-01,8.8,,15.212,,,,,36.0,1948-08-01
1948-09-01,8.5,,15.1478,,,,,38.0,1948-09-01
1948-10-01,9.5,,15.0945,,,,,38.0,1948-10-01
1948-11-01,7.8,,15.0462,,,,,32.0,1948-11-01
1948-12-01,8.1,,15.0348,,,,,17.0,1948-12-01
1949-01-01,8.2,,14.9254,,,,,16.0,1949-01-01
1949-02-01,8.3,,14.7874,,,,,12.0,1949-02-01
1949-03-01,8.3,,14.6621,,,,,10.0,1949-03-01
1949-04-01,8.8,,14.5149,,,,,14.0,1949-04-01
1949-05-01,9.1,,14.3455,,,,,12.0,1949-05-01
1949-06-01,10.0,,14.1386,,,,,12.0,1949-06-01
1949-07-01,10.8,,14.0212,,,,,22.0,1949-07-01
1949-08-01,11.0,,13.923,,,,,38.0,1949-08-01
1949-09-01,11.7,,13.8246,,,,,53.0,1949-09-01
1949-10-01,10.9,,13.7376,,,,,60.0,1949-10-01
1949-11-01,11.6,,13.6548,,,,,58.0,1949-11-01
1949-12-01,11.8,,13.5957,,,,,50.0,1949-12-01
1950-01-01,11.3,,13.6493,,,,,54.0,1950-01-01
1950-02-01,11.8,,13.7957,,,,,62.0,1950-02-01
1950-03-01,12.4,,13.9531,,,,,60.0,1950-03-01
1950-04-01,12.6,,14.1119,,,,,60.0,1950-04-01
1950-05-01,12.7,,14.2519,,,,,66.0,1950-05-01
1950-06-01,13.1,,14.388,,,,,64.0,1950-06-01
1950-07-01,12.5,,14.7712,,,,,88.0,1950-07-01
1950-08-01,12.2,,15.2975,,,,,94.0,1950-08-01
1950-09-01,12.2,,15.8075,,,,,96.0,1950-09-01
1950-10-01,12.3,,16.3104,,,,,88.0,1950-10-01
1950-11-01,10.7,,16.8092,,,,,87.0,1950-11-01
1950-12-01,10.7,,17.3061,,,,,84.0,1950-12-01
1951-01-01,10.6,,17.7542,,,,,84.0,1951-01-01
1951-02-01,10.8,,18.1862,,,,,85.0,1951-02-01
1951-03-01,10.1,,18.6363,,,,,74.0,1951-03-01
1951-04-01,10.6,,19.1031,,,,,58.0,1951-04-01
1951-05-01,9.9,,19.5512,,,,,46.0,1951-05-01
1951-06-01,8.7,,20.0031,,,,,38.0,1951-06-01
1951-07-01,9.2,,20.2509,,,,,34.0,1951-07-01
1951-08-01,9.1,,20.3672,,,,,38.0,1951-08-01
1951-09-01,9.1,,20.4775,,,,,50.0,1951-09-01
1951-10-01,8.9,,20.6053,,,,,50.0,1951-10-01
1951-11-01,9.7,,20.7329,,,,,34.0,1951-11-01
1951-12-01,9.3,,20.9657,,,,,31.0,1951-12-01
1952-01-01,9.3,,22.1319,,,,,28.0,1952-01-01
1952-02-01,8.8,,22.4316,,,,,22.0,1952-02-01
1952-03-01,8.4,,22.3763,,,,,18.0,1952-03-01
1952-04-01,9.0,,22.138,,,,,19.0,1952-04-01
1952-05-01,7.8,,21.9293,,,,,23.0,1952-05-01
1952-06-01,7.3,,22.0525,,,,,34.0,1952-06-01
1952-07-01,7.5,,22.1461,,,,,50.0,1952-07-01
1952-08-01,7.6,,22.3937,,,,,47.0,1952-08-01
1952-09-01,8.1,,22.6967,,,,,46.0,1952-09-01
1952-10-01,9.1,,23.0685,,,,,46.0,1952-10-01
1952-11-01,9.5,,23.4435,,,,,44.0,1952-11-01
1952-12-01,8.8,,23.23,,,,,40.0,1952-12-01
1953-01-01,9.3,,23.4687,,,,,37.0,1953-01-01
1953-02-01,8.4,,23.6226,,,,,37.0,1953-02-01
1953-03-01,8.5,,23.6983,,,,,40.0,1953-03-01
1953-04-01,7.8,,23.8228,,,,,38.0,1953-04-01
1953-05-01,7.9,,23.8827,,,,,36.0,1953-05-01
1953-06-01,8.2,,23.7607,,,,,34.0,1953-06-01
1953-07-01,7.9,,23.7782,,,,,30.0,1953-07-01
1953-08-01,8.0,,23.9951,,,,,30.0,1953-08-01
1953-09-01,7.1,,24.0138,,,,,25.0,1953-09-01
1953-10-01,7.2,,23.9825,,,,,22.0,1953-10-01
1953-11-01,7.9,,23.87,,,,,20.0,1953-11-01
1953-12-01,8.0,,23.1686,,,,,20.0,1953-12-01
1954-01-01,8.7,,23.0112,,,,,21.0,1954-01-01
1954-02-01,9.5,,22.952,,,,,24.0,1954-02-01
1954-03-01,10.6,,22.927,,,,,27.0,1954-03-01
1954-04-01,10.9,,22.7987,,,,,30.0,1954-04-01
1954-05-01,11.6,,22.6694,,,,,35.0,1954-05-01
1954-06-01,12.3,,22.5139,,,,,36.0,1954-06-01
1954-07-01,12.5,,22.439,,,,,40.0,1954-07-01
1954-08-01,12.8,,22.4422,,,,,41.0,1954-08-01
1954-09-01,12.9,,22.4805,,,,,47.0,1954-09-01
1954-10-01,13.3,,22.5787,,,,,53.0,1954-10-01
1954-11-01,13.2,,22.6956,,,,,52.0,1954-11-01
1954-12-01,13.4,,22.5382,,,,,50.0,1954-12-01
1955-01-01,13.4,,22.8036,,,,,54.0,1955-01-01
1955-02-01,14.2,,22.9901,,,,,60.0,1955-02-01
1955-03-01,13.4,,23.1876,,,,,66.0,1955-03-01
1955-04-01,14.3,,23.3723,,,,,71.0,1955-04-01
1955-05-01,14.4,,23.7085,,,,,70.0,1955-05-01
1955-06-01,13.4,,24.1102,,,,,65.0,1955-06-01
1955-07-01,13.8,,24.5263,,,,,70.0,1955-07-01
1955-08-01,12.3,,24.963,,,,,72.0,1955-08-01
1955-09-01,11.7,,25.3672,,,,,72.0,1955-09-01
1955-10-01,11.5,,25.7546,,,,,72.0,1955-10-01
1955-11-01,11.3,,26.4404,,,,,66.0,1955-11-01
1955-12-01,12.0,,26.7161,,,,,56.0,1955-12-01
1956-01-01,11.7,,27.1736,,,,,48.0,1956-01-01
1956-02-01,12.5,,27.6564,,,,,46.0,1956-02-01
1956-03-01,11.6,,28.5289,,,,,49.0,1956-03-01
1956-04-01,11.0,,29.285,,,,,50.0,1956-04-01
1956-05-01,10.4,,29.6299,,,,,39.0,1956-05-01
1956-06-01,10.1,,30.263,,,,,40.0,1956-06-01
1956-07-01,10.5,,30.7252,,,,,56.0,1956-07-01
1956-08-01,12.0,,31.0855,,,,,52.0,1956-08-01
1956-09-01,11.8,,31.4451,,,,,47.0,1956-09-01
1956-10-01,11.6,,31.8895,,,,,44.0,1956-10-01
1956-11-01,10.9,,32.2609,,,,,46.0,1956-11-01
1956-12-01,11.4,,32.473,,,,,36.0,1956-12-01
1957-01-01,10.4,,32.687,,,,,33.0,1957-01-01
1957-02-01,10.7,,32.6895,,,,,28.0,1957-02-01
1957-03-01,10.8,,33.0407,,,,,25.0,1957-03-01
1957-04-01,10.6,,33.3856,,,,,28.0,1957-04-01
1957-05-01,10.4,,33.6362,,,,,30.0,1957-05-01
1957-06-01,10.2,,34.0596,,,,,29.0,1957-06-01
1957-07-01,10.1,,34.3749,,,,,38.0,1957-07-01
1957-08-01,10.5,,34.5961,,,,,34.0,1957-08-01
1957-09-01,9.8,,34.5474,,,,,32.0,1957-09-01
1957-10-01,11.1,,34.4197,,,,,36.0,1957-10-01
1957-11-01,10.4,,34.3325,,,,,29.0,1957-11-01
1957-12-01,10.4,,33.8853,,,,,25.0,1957-12-01
1958-01-01,10.5,,34.6988,,,,,28.0,1958-01-01
1958-02-01,11.0,,34.8623,,,,,28.0,1958-02-01
1958-03-01,11.2,,34.7528,,,,,32.0,1958-03-01
1958-04-01,12.1,,34.5718,,,,,34.0,1958-04-01
1958-05-01,13.1,,34.4375,,,,,38.0,1958-05-01
1958-06-01,14.4,,34.2718,,,,,38.0,1958-06-01
1958-07-01,14.6,,34.1831,,,,,44.0,1958-07-01
1958-08-01,15.7,,34.3612,,,,,49.0,1958-08-01
1958-09-01,16.5,,34.5237,,,,,57.0,1958-09-01
1958-10-01,16.5,,34.7518,,,,,58.0,1958-10-01
1958-11-01,16.4,,34.9156,,,,,58.0,1958-11-01
1958-12-01,15.7,,34.9489,,,,,52.0,1958-12-01
1959-01-01,16.3,,35.213,,,,,58.0,1959-01-01
1959-02-01,15.5,,35.2201,,,,,62.0,1959-02-01
1959-03-01,15.3,,35.1304,,,,,62.0,1959-03-01
1959-04-01,14.9,,35.5581,,,,,62.0,1959-04-01
1959-05-01,14.7,,36.3064,,,,,62.0,1959-05-01
1959-06-01,14.9,,37.1404,,,,,62.0,1959-06-01
1959-07-01,14.3,,37.6645,,,,,60.0,1959-07-01
1959-08-01,13.7,,38.089,,,,,62.0,1959-08-01
1959-09-01,13.7,,38.2605,,,,,64.0,1959-09-01
1959-10-01,12.9,,38.4113,,,,,64.0,1959-10-01
1959-11-01,13.1,,38.6978,,,,,56.0,1959-11-01
1959-12-01,13.1,,39.2932,,,,,50.0,1959-12-01
1960-01-01,13.5,,39.6291,,1092.0,,,44.0,1960-01-01
1960-02-01,13.1,,39.7872,,1088.0,,,30.0,1960-02-01
1960-03-01,13.0,,40.018,,955.0,,,27.0,1960-03-01
1960-04-01,12.6,,40.5152,,1016.0,,,28.0,1960-04-01
1960-05-01,11.9,,40.8926,,1052.0,,,32.0,1960-05-01
1960-06-01,11.9,,41.3564,,958.0,,,34.0,1960-06-01
1960-07-01,12.6,,41.3958,,999.0,,,36.0,1960-07-01
1960-08-01,12.2,,41.3249,,994.0,,,40.0,1960-08-01
1960-09-01,12.9,,41.4006,,984.0,,,41.0,1960-09-01
