,"Average Weekly Hours of All Employees, Total Private",Value of Manufacturers' New Orders for Consumer Goods: Consumer Durable Goods Industries,"Vendor Performance, Percent Reporting Slower Deliveries for United States",Manufacturers' New Orders: Nondefense Capital Goods Excluding Aircraft,New Private Housing Units Authorized by Building Permits,University of Michigan: Consumer Sentiment,Average Weeks Unemployed,"Commercial and Industrial Loans, All Commercial Banks",Manufacturers: Inventories to Sales Ratio,Bank Prime Loan Rate,"All Employees, Total Nonfarm",Personal Income,Industrial Production Index,"Manufacturing and Trade Sales, Total for United States"
2014-10-01,34.6,37302.0,,65372.0,1100.0,86.9,32.3,1729.6508,1.32,3.25,140847.0,15249.3,105.8357,
2014-11-01,34.6,36791.0,,64362.0,1062.0,88.8,32.7,1751.3694,1.34,3.25,141312.0,15315.8,106.6634,
2014-12-01,34.6,38140.0,,65561.0,1074.0,93.6,32.7,1773.3445,1.34,3.25,141308.0,15385.4,106.5085,
2015-01-01,34.5,35825.0,,65854.0,1057.0,98.1,32.0,1791.2947,1.38,3.25,138493.0,15431.4,105.9806,
2015-02-01,34.6,35693.0,,64254.0,1131.0,95.4,31.2,1807.8646,1.38,3.25,139324.0,15501.3,105.4425,
2015-03-01,34.5,38740.0,,64321.0,1071.0,93.0,30.5,1834.4825,1.37,3.25,140081.0,15502.9,105.1464,
2015-04-01,34.5,37706.0,,63970.0,1161.0,95.9,30.9,1847.9465,1.38,3.25,141264.0,15599.0,104.5272,
2015-05-01,34.5,38368.0,,62649.0,1270.0,90.7,30.7,1863.7503,1.38,3.25,142206.0,15696.1,104.0742,
2015-06-01,34.5,39210.0,,63225.0,1367.0,96.1,28.4,1880.6752,1.38,3.25,142681.0,15760.0,103.7174,
2015-07-01,34.5,40096.0,,63979.0,1136.0,93.1,28.1,1890.053,1.39,3.25,141729.0,15806.2,104.3243,
2015-08-01,34.5,39037.0,,63465.0,1166.0,91.9,28.4,1904.204,1.4,3.25,141921.0,15836.0,104.1621,
2015-09-01,34.5,39684.0,,63285.0,1143.0,87.2,25.7,1914.847,1.4,3.25,142479.0,15851.0,103.7768,
2015-10-01,34.6,38747.0,,63011.0,1165.0,90.0,27.5,1927.7815,1.41,3.25,143627.0,15871.2,103.3976,
2015-11-01,34.5,39538.0,,62254.0,1251.0,91.3,27.9,1945.7834,1.41,3.25,144048.0,15859.6,102.6866,
2015-12-01,34.5,39018.0,,59922.0,1213.0,92.6,27.9,1952.8852,1.44,3.37,144046.0,15898.5,102.1014,
2016-01-01,34.6,39969.0,,61849.0,1176.0,92.0,29.2,1963.2389,1.43,3.5,141072.0,15926.1,102.9525,
2016-02-01,34.5,40544.0,,60788.0,1192.0,91.7,29.2,1986.6858,1.43,3.5,141903.0,15922.7,102.2225,
2016-03-01,34.4,39058.0,,60517.0,1113.0,91.0,28.4,2018.708,1.42,3.5,142798.0,15964.1,101.4155,
2016-04-01,34.4,39955.0,,60503.0,1152.0,89.0,28.2,2034.1273,1.42,3.5,143892.0,16001.9,101.5167,
2016-05-01,34.4,38430.0,,59218.0,1188.0,94.7,26.8,2049.1419,1.42,3.5,144541.0,16021.4,101.4298,
2016-06-01,34.4,39044.0,,59724.0,1196.0,93.5,28.1,2052.316,1.41,3.5,145205.0,16063.7,101.8747,
2016-07-01,34.4,39954.0,,60456.0,1187.0,90.0,27.9,2059.2088,1.41,3.5,144232.0,16126.9,102.1325,
2016-08-01,34.3,39832.0,,61821.0,1207.0,89.8,27.5,2053.0085,1.41,3.5,144485.0,16167.8,102.0407,
2016-09-01,34.4,40075.0,,60102.0,1283.0,91.2,26.3,2069.2568,1.4,3.5,145151.0,16231.9,102.0477,
2016-10-01,34.4,39582.0,,60055.0,1281.0,87.2,26.4,2081.6493,1.4,3.5,146033.0,16295.1,102.2485,
2016-11-01,34.3,39215.0,,60578.0,1246.0,93.8,26.0,2088.1788,1.41,3.5,146465.0,16335.6,102.0507,
2016-12-01,34.3,40337.0,,60470.0,1257.0,98.2,26.2,2082.7886,1.37,3.64,146253.0,16397.2,102.9281,
2017-01-01,34.4,40311.0,,62355.0,1321.0,98.5,25.1,2080.5398,1.38,3.75,143377.0,16533.1,103.0366,
2017-02-01,34.3,39374.0,,62687.0,1247.0,96.3,25.4,2081.1129,1.38,3.75,144406.0,16609.0,102.6479,
2017-03-01,34.3,38883.0,,63108.0,1286.0,96.9,25.3,2065.8543,1.38,3.88,145062.0,16670.1,103.343,
2017-04-01,34.4,38383.0,,63572.0,1245.0,97.0,24.3,2069.9082,1.39,4.0,146086.0,16699.6,104.2721,
2017-05-01,34.4,40081.0,,63719.0,1201.0,97.1,24.9,2074.4985,1.37,4.0,146925.0,16768.2,104.4129,
2017-06-01,34.4,39812.0,,63456.0,1317.0,95.0,25.1,2076.5342,1.38,4.13,147568.0,16780.9,104.5849,
2017-07-01,34.4,38739.0,,64123.0,1255.0,93.4,24.9,2079.9233,1.38,4.25,146465.0,16843.9,104.5427,
2017-08-01,34.4,39896.0,,64555.0,1315.0,96.8,24.4,2088.3091,1.37,4.25,146782.0,16918.3,104.0475,
2017-09-01,34.4,39617.0,,68024.0,1261.0,95.1,25.7,2102.5978,1.38,4.25,147170.0,17029.0,104.0502,
2017-10-01,34.4,40044.0,,67140.0,1349.0,100.7,25.5,2106.7211,1.37,4.25,148183.0,17131.3,105.6287,
2017-11-01,34.5,40832.0,,65101.0,1314.0,98.5,25.4,2103.9112,1.35,4.25,148757.0,17227.4,106.193,
2017-12-01,34.5,40151.0,,66707.0,1315.0,95.9,24.0,2102.8654,1.36,4.4,148510.0,17334.7,106.536,
2018-01-01,34.4,41014.0,,66237.0,1384.0,95.7,24.2,2106.1766,1.35,4.5,145412.0,17471.3,106.2655,
2018-02-01,34.5,41722.0,,67522.0,1339.0,99.7,23.1,2109.3436,1.35,4.5,146649.0,17537.4,106.6419,
2018-03-01,34.5,42111.0,,66828.0,1406.0,101.4,24.1,2124.2163,1.35,4.58,147352.0,17612.3,107.2519,
2018-04-01,34.5,42643.0,,67882.0,1376.0,98.8,22.9,2171.4354,1.35,4.75,148329.0,17657.0,108.2223,
2018-05-01,34.5,39641.0,,68034.0,1321.0,98.0,21.1,2177.3723,1.35,4.75,149264.0,17721.3,107.3639,
2018-06-01,34.6,42283.0,,68784.0,1306.0,98.2,21.2,2195.6049,1.34,4.89,149930.0,17796.6,108.1707,
2018-07-01,34.5,44438.0,,69973.0,1316.0,97.9,23.2,2210.1171,1.35,5.0,148766.0,17879.4,108.652,
2018-08-01,34.5,43186.0,,69477.0,1267.0,96.2,22.6,2214.6766,1.34,5.0,149236.0,17951.6,109.5246,
2018-09-01,34.5,43479.0,,69184.0,1288.0,100.1,23.5,2223.1012,1.34,5.03,149548.0,17954.6,109.6749,
2018-10-01,34.5,43968.0,,69904.0,1281.0,98.6,22.3,2238.2661,1.34,5.25,150551.0,18007.0,109.9165,
2018-11-01,34.4,44248.0,,69052.0,1334.0,97.5,22.0,2266.9087,1.35,5.25,151032.0,18036.0,110.5067,
2018-12-01,34.5,44718.0,,67964.0,1339.0,98.3,22.0,2298.595,1.35,5.35,150832.0,18205.5,110.5516,
2019-01-01,34.5,44187.0,,68935.0,1316.0,91.2,20.6,2320.33,1.36,5.5,147879.0,18257.4,110.1185,
2019-02-01,34.4,44117.0,,69166.0,1287.0,93.8,22.0,2328.8848,1.36,5.5,148684.0,18363.5,109.5631,
2019-03-01,34.5,44069.0,,69396.0,1288.0,98.4,22.2,2341.946,1.36,5.5,149359.0,18445.5,109.6811,
2019-04-01,34.4,42909.0,,68629.0,1290.0,97.2,22.8,2341.8409,1.37,5.5,150430.0,18505.7,108.9888,
2019-05-01,34.4,43482.0,,68794.0,1299.0,100.0,24.1,2344.0575,1.38,5.5,151109.0,18546.5,109.2264,
2019-06-01,34.4,44973.0,,69431.0,1232.0,98.2,22.1,2350.2424,1.38,5.5,151739.0,18615.4,109.2774,
2019-07-01,34.3,45146.0,,69435.0,1317.0,98.4,19.7,2357.2524,1.38,5.5,150699.0,18637.2,109.0852,
2019-08-01,34.4,44576.0,,68901.0,1425.0,89.8,22.1,2370.298,1.39,5.25,151141.0,18731.7,109.8543,
2019-09-01,34.4,43233.0,,68533.0,1391.0,93.2,21.7,2362.6229,1.4,5.15,151556.0,18786.4,109.48,
2019-10-01,34.4,42609.0,,69215.0,1461.0,95.5,21.6,2353.7539,1.4,4.99,152570.0,18797.5,109.0086,
2019-11-01,34.3,42744.0,,69193.0,1474.0,96.8,20.2,2359.4105,1.4,4.75,153177.0,18881.6,109.9726,
2019-12-01,34.3,42294.0,,68617.0,1420.0,99.3,20.8,2351.6909,1.4,4.75,152934.0,18922.3,109.5407,
2020-01-01,34.3,,,,1551.0,,21.9,2347.5247,,4.75,150102.0,,109.2026,
